,fold,n_neighbors,algorithm,value,dataset
675,15,800,umap,0.7531428571428571,F-MNIST
676,16,800,umap,0.7674285714285715,F-MNIST
677,17,800,umap,0.764,F-MNIST
678,18,800,umap,0.7648571428571429,F-MNIST
679,19,800,umap,0.7557142857142857,F-MNIST
680,0,1600,umap,0.7528571428571429,F-MNIST
681,1,1600,umap,0.7534285714285714,F-MNIST
682,2,1600,umap,0.7448571428571429,F-MNIST
683,3,1600,umap,0.754,F-MNIST
684,4,1600,umap,0.7405714285714285,F-MNIST
685,5,1600,umap,0.7445714285714286,F-MNIST
686,6,1600,umap,0.7477142857142857,F-MNIST
687,7,1600,umap,0.7442857142857143,F-MNIST
688,8,1600,umap,0.74,F-MNIST
689,9,1600,umap,0.7571428571428571,F-MNIST
690,10,1600,umap,0.7508571428571429,F-MNIST
691,11,1600,umap,0.7565714285714286,F-MNIST
692,12,1600,umap,0.7397142857142858,F-MNIST
693,13,1600,umap,0.7491428571428571,F-MNIST
694,14,1600,umap,0.7537142857142857,F-MNIST
695,15,1600,umap,0.7414285714285714,F-MNIST
696,16,1600,umap,0.7514285714285714,F-MNIST
697,17,1600,umap,0.742,F-MNIST
698,18,1600,umap,0.7374285714285714,F-MNIST
699,19,1600,umap,0.738,F-MNIST
700,0,3200,umap,0.7342857142857143,F-MNIST
701,1,3200,umap,0.7311428571428571,F-MNIST
702,2,3200,umap,0.726,F-MNIST
703,3,3200,umap,0.7302857142857143,F-MNIST
704,4,3200,umap,0.7254285714285714,F-MNIST
705,5,3200,umap,0.7208571428571429,F-MNIST
706,6,3200,umap,0.7357142857142858,F-MNIST
707,7,3200,umap,0.7262857142857143,F-MNIST
708,8,3200,umap,0.7294285714285714,F-MNIST
709,9,3200,umap,0.7351428571428571,F-MNIST
710,10,3200,umap,0.7311428571428571,F-MNIST
711,11,3200,umap,0.7394285714285714,F-MNIST
712,12,3200,umap,0.7237142857142858,F-MNIST
713,13,3200,umap,0.7382857142857143,F-MNIST
714,14,3200,umap,0.7385714285714285,F-MNIST
715,15,3200,umap,0.7268571428571429,F-MNIST
716,16,3200,umap,0.7322857142857143,F-MNIST
717,17,3200,umap,0.7314285714285714,F-MNIST
718,18,3200,umap,0.7254285714285714,F-MNIST
719,19,3200,umap,0.7254285714285714,F-MNIST
